onset	duration	stimulus_string	response	response_time	correct_response
0.5161	2.5	Animal	n/a	n/a	1
3.5183	2.5	Yacht	1	1.0400	1
6.4873	2.5	Mood	2	0.6955	2
9.4896	2.5	Dentist	1	1.5660	1
12.4916	2.5	Baby	1	0.6212	1
15.4938	2.5	Club	1	0.9341	1
18.4961	2.5	Deficient	2	0.8366	2
21.4982	2.5	Behavior	2	1.3185	2
24.5168	2.5	Intellect	2	1.1530	2
27.5025	2.5	Hot	1	1.6361	1
30.5043	2.5	usfzsw	2	1.7234	2
33.4904	2.5	UYMRUA	1	0.5864	1
36.4914	2.5	FINLCP	1	0.7372	1
39.5110	2.5	uwacew	2	0.7108	2
42.5129	2.5	hqpfay	2	0.5128	2
45.4991	2.5	cibdvv	2	0.5395	2
48.5172	2.5	tmrnuj	2	0.5654	2
51.5022	2.5	UFCVLP	1	0.6608	1
54.5049	2.5	BHEOGM	1	0.6111	1
57.4909	2.5	iejalb	2	0.6198	2
60.5093	2.5	Aluminum	1	1.8334	1
63.4951	2.5	Definition	1	1.1825	2
66.4973	2.5	Challenge	2	1.2916	2
69.4992	2.5	Tunnel	1	0.9085	1
72.5010	2.5	Opinion	2	0.9657	2
75.5034	2.5	Background	1	1.0702	2
78.4890	2.5	Fuel	1	0.8155	1
81.5082	2.5	Vow	2	2.0285	2
84.4927	2.5	Gold	1	1.0819	1
87.4955	2.5	Cheek	1	0.8103	1
90.5137	2.5	JQBEBC	1	0.8781	1
93.4989	2.5	TQUAMB	1	0.6237	1
96.5011	2.5	PGEJFW	n/a	n/a	1
99.4874	2.5	IAQQPL	1	0.5662	1
102.4887	2.5	ljaycz	2	0.4731	2
105.4916	2.5	SUMVLC	1	0.6111	1
108.4938	2.5	kkjmzq	2	0.8858	2
111.5123	2.5	IXHEFN	1	1.6844	1
114.5147	2.5	qtmlyv	2	0.5541	2
117.5006	2.5	HWOCDA	1	0.4371	1
120.5024	2.5	Ant	1	0.9161	1
123.4878	2.5	Pity	1	1.0251	2
126.4895	2.5	Adult	1	1.0159	1
129.4922	2.5	Extreme	2	1.3444	2
132.4944	2.5	Yard	1	0.8102	1
135.4967	2.5	Quality	2	1.0969	2
138.4985	2.5	Gift	1	0.8522	1
141.5009	2.5	Herb	1	0.6979	1
144.5195	2.5	Capacity	1	1.4001	2
147.4888	2.5	Ornament	n/a	n/a	1
150.4913	2.5	zefnpo	2	0.9354	2
153.4930	2.5	HJCYVN	1	0.4286	1
156.4942	2.5	lacqfu	2	0.3664	2
159.4976	2.5	bfnjvc	2	0.4449	2
162.4983	2.5	bqkoxc	2	0.4121	2
165.5018	2.5	zhuseg	2	0.5269	2
168.4872	2.5	yvrfxr	2	0.6104	2
171.5056	2.5	gibsxk	2	0.4971	2
174.4915	2.5	pxtgjt	2	0.5282	2
177.5098	2.5	pcazyb	2	0.4906	2
180.4958	2.5	Failure	2	0.9797	2
183.4980	2.5	Unlimited	2	0.7837	2
186.5163	2.5	Zero	1	2.0291	2
189.5184	2.5	Persecution	2	1.0041	2
192.4874	2.5	Elm	1	2.0261	1
195.4896	2.5	Zoo	1	0.5413	1
198.4917	2.5	Gown	1	1.4207	1
201.4942	2.5	Talent	1	0.9082	2
204.4964	2.5	Social	1	1.3521	2
207.4983	2.5	Way	1	1.4174	2
210.5009	2.5	fptynb	2	0.6337	2
213.5025	2.5	YOMIUE	1	0.6661	1
216.4878	2.5	trqpml	2	0.5705	2
219.4906	2.5	xyarmc	1	0.8690	2
222.4925	2.5	FZHTDH	1	0.5460	1
225.4939	2.5	SCYHZD	1	0.6478	1
228.4966	2.5	olgmbo	2	0.7243	2
231.4989	2.5	SVFYXV	1	1.0666	1
234.5013	2.5	SYRNHH	1	0.8479	1
237.5034	2.5	BXNMDO	1	0.6110	1
240.4885	2.5	Twig	1	0.7979	1
243.4907	2.5	Moral	2	1.4238	2
246.4931	2.5	Chance	2	1.3772	2
249.4949	2.5	Reputation	2	1.4096	2
252.4976	2.5	Balance	2	0.6418	2
255.4994	2.5	Fang	1	1.1988	1
258.5016	2.5	Calmness	2	1.7708	2
261.5037	2.5	Accumulation	2	1.2519	2
264.4894	2.5	Zipper	1	0.9379	1
267.4913	2.5	Yet	2	1.0351	2
270.4927	2.5	LNROGU	1	0.9995	1
273.4948	2.5	wqhybf	2	0.6308	2
276.4979	2.5	QRGTUE	1	0.9855	1
279.5003	2.5	mcexlk	2	0.8921	2
282.5020	2.5	ZKKIGK	1	0.7063	1
285.5040	2.5	FTWMWT	1	0.9623	1
