onset	duration	stimulus_string	response	response_time	correct_response
0.5165	2.5	Animal	n/a	n/a	1
3.5185	2.5	Yacht	1	1.0512	1
6.4882	2.5	Mood	2	0.6213	2
9.4897	2.5	Dentist	1	0.9941	1
12.4924	2.5	Baby	1	0.6912	1
15.4948	2.5	Club	1	0.7119	1
18.5127	2.5	Deficient	2	0.7120	2
21.4985	2.5	Behavior	2	0.8921	2
24.5003	2.5	Intellect	2	0.8263	2
27.5027	2.5	Hot	2	0.7912	1
30.5046	2.5	usfzsw	2	2.0753	2
33.4905	2.5	UYMRUA	1	0.8462	1
36.5092	2.5	FINLCP	1	0.6685	1
39.4958	2.5	uwacew	2	0.8269	2
42.5132	2.5	hqpfay	2	0.5955	2
45.4989	2.5	cibdvv	2	0.5255	2
48.5175	2.5	tmrnuj	2	0.5422	2
51.5033	2.5	UFCVLP	n/a	n/a	1
54.5051	2.5	BHEOGM	1	0.6914	1
57.4909	2.5	iejalb	2	0.4759	2
60.4941	2.5	Aluminum	1	1.3966	1
63.4952	2.5	Definition	n/a	n/a	2
66.5139	2.5	Challenge	2	1.2517	2
69.5162	2.5	Tunnel	1	0.8063	1
72.5025	2.5	Opinion	2	0.9511	2
75.5053	2.5	Background	2	1.0136	2
78.5055	2.5	Fuel	1	0.8521	1
81.4920	2.5	Vow	2	1.0206	2
84.4950	2.5	Gold	1	0.6957	1
87.4957	2.5	Cheek	1	0.7840	1
90.5144	2.5	JQBEBC	1	1.1761	1
93.5005	2.5	TQUAMB	1	0.5473	1
96.5187	2.5	PGEJFW	1	0.4769	1
99.4878	2.5	IAQQPL	1	0.5415	1
102.4914	2.5	ljaycz	2	0.6724	2
105.4920	2.5	SUMVLC	1	0.7580	1
108.5109	2.5	kkjmzq	2	1.1157	2
111.5127	2.5	IXHEFN	1	0.4547	1
114.5150	2.5	qtmlyv	2	0.4866	2
117.5009	2.5	HWOCDA	1	0.8896	1
120.5034	2.5	Ant	1	1.0984	1
123.4888	2.5	Pity	2	0.9969	2
126.4913	2.5	Adult	n/a	n/a	1
129.4928	2.5	Extreme	2	0.8779	2
132.4954	2.5	Yard	1	0.6864	1
135.4969	2.5	Quality	2	0.8726	2
138.4993	2.5	Gift	1	1.4643	1
141.5013	2.5	Herb	1	0.7917	1
144.5199	2.5	Capacity	2	0.9055	2
147.4892	2.5	Ornament	n/a	n/a	1
150.4921	2.5	zefnpo	2	1.3624	2
153.4933	2.5	HJCYVN	1	0.5872	1
156.5119	2.5	lacqfu	2	0.7056	2
159.4976	2.5	bfnjvc	2	0.6259	2
162.4992	2.5	bqkoxc	2	0.5493	2
165.5018	2.5	zhuseg	2	0.8978	2
168.5037	2.5	yvrfxr	2	0.5277	2
171.4894	2.5	gibsxk	2	0.7283	2
174.4926	2.5	pxtgjt	2	1.4149	2
177.4937	2.5	pcazyb	n/a	n/a	2
180.4973	2.5	Failure	2	1.2502	2
183.4984	2.5	Unlimited	2	0.9782	2
186.5165	2.5	Zero	1	1.2000	2
189.5023	2.5	Persecution	2	1.0593	2
192.4881	2.5	Elm	1	0.8606	1
195.4901	2.5	Zoo	1	0.6755	1
198.4928	2.5	Gown	1	1.5827	1
201.4941	2.5	Talent	2	0.9346	2
204.4978	2.5	Social	2	1.0198	2
207.4998	2.5	Way	2	1.5767	2
210.5173	2.5	fptynb	2	1.3242	2
213.5030	2.5	YOMIUE	n/a	n/a	1
216.5049	2.5	trqpml	2	1.5234	2
219.4905	2.5	xyarmc	2	0.7160	2
222.5092	2.5	FZHTDH	1	0.5242	1
225.4951	2.5	SCYHZD	n/a	n/a	1
228.4980	2.5	olgmbo	2	0.5154	2
231.4993	2.5	SVFYXV	1	0.5299	1
234.5028	2.5	SYRNHH	1	0.7457	1
237.5049	2.5	BXNMDO	1	0.5797	1
240.4897	2.5	Twig	2	1.9459	1
243.4911	2.5	Moral	2	0.7043	2
246.5098	2.5	Chance	2	0.8187	2
249.4955	2.5	Reputation	2	0.8041	2
252.5141	2.5	Balance	2	0.6714	2
255.4998	2.5	Fang	1	0.8287	1
258.5183	2.5	Calmness	2	0.6660	2
261.4888	2.5	Accumulation	2	1.3551	2
264.5063	2.5	Zipper	1	0.8012	1
267.4917	2.5	Yet	2	1.0638	2
270.5104	2.5	LNROGU	1	0.7040	1
273.4961	2.5	wqhybf	2	0.9333	2
276.5146	2.5	QRGTUE	1	0.6019	1
279.5005	2.5	mcexlk	2	0.5548	2
282.5192	2.5	ZKKIGK	1	0.5985	1
285.4879	2.5	FTWMWT	1	0.5817	1
288.5067	2.5	XWSIHS	1	0.5428	1
291.4922	2.5	XVSFKC	1	0.5833	1
294.4958	2.5	ejgeaj	2	1.2908	2
297.5131	2.5	LPADTO	1	0.6934	1
300.5151	2.5	Alcohol	1	1.0313	1
303.5008	2.5	Anchor	n/a	n/a	1
306.5043	2.5	Womb	1	2.3891	1
309.4888	2.5	Academy	1	0.7149	1
312.4921	2.5	Iris	1	0.7854	1
315.4929	2.5	Pony	1	0.5785	1
318.4948	2.5	Join	2	0.8606	2
321.4972	2.5	Ache	2	0.9264	2
324.5002	2.5	Turtle	1	0.5623	1
327.5015	2.5	Before	2	1.7199	2
330.5033	2.5	IFRQHC	1	0.7490	1
333.4893	2.5	FWSRXP	1	0.5200	1
336.4928	2.5	odgmfj	2	0.6197	2
339.4936	2.5	DWMVAL	1	0.8658	1
342.5121	2.5	rxztkm	2	0.9062	2
345.4979	2.5	akicxh	2	0.7796	2
348.5010	2.5	PFXMMA	1	0.8564	1
351.5020	2.5	VVUCWW	n/a	n/a	1
354.5041	2.5	qadjmt	2	1.5793	2
357.4897	2.5	odibom	2	0.5216	2
