onset	duration	stimulus_string	response	response_time	correct_response
0.5006	2.5	Animal	n/a	n/a	1
3.5029	2.5	Yacht	1	1.1004	1
6.4730	2.5	Mood	2	0.8135	2
9.4752	2.5	Dentist	1	0.7380	1
12.4766	2.5	Baby	1	0.9668	1
15.4783	2.5	Club	1	1.0653	1
18.4806	2.5	Deficient	2	0.9099	2
21.4992	2.5	Behavior	2	1.4121	2
24.4851	2.5	Intellect	2	1.0484	2
27.4874	2.5	Hot	2	1.1760	1
30.4889	2.5	usfzsw	2	0.9644	2
33.4912	2.5	UYMRUA	1	0.6201	1
36.4934	2.5	FINLCP	1	0.9418	1
39.4794	2.5	uwacew	2	0.7189	2
42.4975	2.5	hqpfay	2	1.0497	2
45.4996	2.5	cibdvv	2	0.6406	2
48.5017	2.5	tmrnuj	2	0.5536	2
51.4878	2.5	UFCVLP	1	0.6668	1
54.4896	2.5	BHEOGM	1	0.5267	1
57.4759	2.5	iejalb	2	0.5383	2
60.4940	2.5	Aluminum	1	1.4985	1
63.4960	2.5	Definition	2	1.3592	2
66.4820	2.5	Challenge	2	1.2474	2
69.4839	2.5	Tunnel	n/a	n/a	1
72.4858	2.5	Opinion	2	1.2420	2
75.4896	2.5	Background	2	1.2376	2
78.4736	2.5	Fuel	1	1.5276	1
81.4769	2.5	Vow	n/a	n/a	2
84.4777	2.5	Gold	1	0.6685	1
87.4802	2.5	Cheek	1	0.9121	1
90.4986	2.5	JQBEBC	1	1.1977	1
93.4845	2.5	TQUAMB	1	0.7008	1
96.4864	2.5	PGEJFW	1	0.5930	1
99.4731	2.5	IAQQPL	1	0.7062	1
102.4742	2.5	ljaycz	2	0.5560	2
105.4776	2.5	SUMVLC	1	0.7917	1
108.4787	2.5	kkjmzq	2	0.7249	2
111.4970	2.5	IXHEFN	1	0.6754	1
114.4993	2.5	qtmlyv	2	0.8809	2
117.4850	2.5	HWOCDA	1	0.7612	1
120.4873	2.5	Ant	1	1.1159	1
123.4729	2.5	Pity	2	0.9362	2
126.4913	2.5	Adult	1	0.8350	1
129.4783	2.5	Extreme	2	0.9009	2
132.4791	2.5	Yard	n/a	n/a	1
135.4818	2.5	Quality	2	0.9414	2
138.4839	2.5	Gift	1	1.2454	1
141.4864	2.5	Herb	1	1.4738	1
