onset	duration	stimulus_string	response	response_time	correct_response
0.5003	2.5	Animal	n/a	n/a	1
3.4858	2.5	Yacht	n/a	n/a	1
6.4717	2.5	Mood	2	0.8525	2
9.4733	2.5	Dentist	1	0.9209	1
12.4758	2.5	Baby	1	1.0764	1
15.4775	2.5	Club	1	0.6046	1
18.4802	2.5	Deficient	2	0.8990	2
21.4819	2.5	Behavior	2	1.6412	2
24.4846	2.5	Intellect	2	1.2515	2
27.4862	2.5	Hot	2	0.7639	1
30.4887	2.5	usfzsw	2	1.5734	2
33.4738	2.5	UYMRUA	1	0.7682	1
36.4765	2.5	FINLCP	1	0.6098	1
39.4781	2.5	uwacew	2	0.6530	2
42.4973	2.5	hqpfay	2	0.6418	2
45.4825	2.5	cibdvv	2	0.5158	2
48.5016	2.5	tmrnuj	2	0.5915	2
51.4868	2.5	UFCVLP	1	0.6544	1
54.4889	2.5	BHEOGM	1	0.5451	1
57.4743	2.5	iejalb	2	0.5437	2
60.4936	2.5	Aluminum	1	1.9304	1
63.4786	2.5	Definition	2	0.9515	2
66.4813	2.5	Challenge	2	1.7036	2
69.4829	2.5	Tunnel	1	0.7390	1
72.4857	2.5	Opinion	2	0.8493	2
75.4870	2.5	Background	2	1.3880	2
78.4732	2.5	Fuel	1	0.7639	1
81.4750	2.5	Vow	2	1.0009	2
84.4776	2.5	Gold	1	0.6875	1
87.4791	2.5	Cheek	1	0.9890	1
90.4983	2.5	JQBEBC	1	0.8965	1
93.4834	2.5	TQUAMB	1	0.4706	1
96.4862	2.5	PGEJFW	1	0.4416	1
99.4878	2.5	IAQQPL	1	0.4311	1
102.4903	2.5	ljaycz	2	0.4655	2
105.4755	2.5	SUMVLC	1	0.4934	1
108.4784	2.5	kkjmzq	2	0.4755	2
111.4798	2.5	IXHEFN	1	0.4913	1
114.4824	2.5	qtmlyv	2	0.6007	2
117.4839	2.5	HWOCDA	1	0.4470	1
120.4867	2.5	Ant	1	1.2103	1
123.4716	2.5	Pity	2	1.0833	2
126.4743	2.5	Adult	1	0.6297	1
129.4758	2.5	Extreme	2	1.0749	2
132.4787	2.5	Yard	1	0.7943	1
135.4803	2.5	Quality	2	0.7556	2
138.4829	2.5	Gift	1	1.2409	1
141.4844	2.5	Herb	1	1.0044	1
