onset	duration	stimulus_string	response	response_time	correct_response
0.5008	2.5	Animal	1	1.7033	1
3.5028	2.5	Yacht	1	1.0522	1
6.4717	2.5	Mood	2	0.7304	2
9.4751	2.5	Dentist	1	1.0158	1
12.4761	2.5	Baby	1	0.7661	1
15.4950	2.5	Club	1	0.9040	1
18.4805	2.5	Deficient	2	0.8615	2
21.4991	2.5	Behavior	2	0.8469	2
24.5013	2.5	Intellect	2	0.7938	2
27.4868	2.5	Hot	2	1.2344	1
30.4887	2.5	usfzsw	2	1.6856	2
33.4756	2.5	UYMRUA	1	1.3013	1
36.4767	2.5	FINLCP	1	0.5654	1
39.4800	2.5	uwacew	2	0.4520	2
42.4976	2.5	hqpfay	2	0.6283	2
45.4844	2.5	cibdvv	2	0.4984	2
48.5019	2.5	tmrnuj	2	0.5651	2
51.5041	2.5	UFCVLP	1	0.4449	1
54.4731	2.5	BHEOGM	1	0.5019	1
57.4766	2.5	iejalb	2	0.4004	2
60.4774	2.5	Aluminum	1	1.3826	1
63.4959	2.5	Definition	2	0.8822	2
66.4816	2.5	Challenge	2	0.9475	2
69.4847	2.5	Tunnel	1	1.1112	1
72.4858	2.5	Opinion	2	0.7330	2
75.5045	2.5	Background	1	0.9825	2
78.4736	2.5	Fuel	1	0.6163	1
81.4756	2.5	Vow	1	1.5733	2
84.4775	2.5	Gold	1	0.9023	1
87.4811	2.5	Cheek	1	0.6850	1
90.4985	2.5	JQBEBC	1	1.0765	1
93.5009	2.5	TQUAMB	1	0.4620	1
96.4864	2.5	PGEJFW	1	0.4917	1
99.4885	2.5	IAQQPL	1	0.4744	1
102.4742	2.5	ljaycz	2	0.4706	2
105.4927	2.5	SUMVLC	1	0.3792	1
108.4796	2.5	kkjmzq	2	0.5291	2
111.4970	2.5	IXHEFN	1	0.4047	1
114.4828	2.5	qtmlyv	2	0.6360	2
117.5014	2.5	HWOCDA	1	0.3684	1
120.4871	2.5	Ant	1	0.9299	1
123.4729	2.5	Pity	2	1.4910	2
126.4759	2.5	Adult	1	0.7038	1
129.4779	2.5	Extreme	2	1.3903	2
132.4803	2.5	Yard	1	0.8916	1
135.4977	2.5	Quality	2	1.4592	2
138.4833	2.5	Gift	1	2.0019	1
141.5022	2.5	Herb	1	0.6997	1
144.5042	2.5	Capacity	2	1.3808	2
147.4896	2.5	Ornament	1	1.3896	1
150.4917	2.5	zefnpo	2	1.1071	2
153.4941	2.5	HJCYVN	1	0.4707	1
156.4965	2.5	lacqfu	2	0.7084	2
159.4983	2.5	bfnjvc	2	0.5365	2
162.4839	2.5	bqkoxc	2	0.5111	2
165.5025	2.5	zhuseg	2	0.6002	2
168.4880	2.5	yvrfxr	2	0.5118	2
171.4902	2.5	gibsxk	2	0.7126	2
174.4757	2.5	pxtgjt	2	0.4711	2
177.4945	2.5	pcazyb	2	0.7703	2
180.4801	2.5	Failure	2	1.2888	2
183.4987	2.5	Unlimited	2	1.0371	2
186.5008	2.5	Zero	2	1.8661	2
189.5031	2.5	Persecution	2	1.1797	2
192.4721	2.5	Elm	1	0.8156	1
195.4740	2.5	Zoo	1	0.5458	1
198.4761	2.5	Gown	1	0.9257	1
201.4953	2.5	Talent	2	1.4157	2
204.4806	2.5	Social	2	1.4612	2
207.4839	2.5	Way	1	1.1471	2
210.4851	2.5	fptynb	2	0.8517	2
213.4883	2.5	YOMIUE	1	0.4684	1
216.4892	2.5	trqpml	2	0.4175	2
219.4915	2.5	xyarmc	2	0.5984	2
222.4785	2.5	FZHTDH	1	0.6352	1
225.4956	2.5	SCYHZD	1	0.4430	1
228.4813	2.5	olgmbo	2	0.3934	2
231.4842	2.5	SVFYXV	1	0.3964	1
234.4855	2.5	SYRNHH	1	0.5542	1
237.5042	2.5	BXNMDO	1	0.6808	1
240.4731	2.5	Twig	2	0.7876	1
243.4765	2.5	Moral	n/a	n/a	2
246.4778	2.5	Chance	2	0.8119	2
249.4960	2.5	Reputation	2	0.9707	2
252.4819	2.5	Balance	2	1.5007	2
255.4854	2.5	Fang	1	0.6903	1
258.4863	2.5	Calmness	2	1.0303	2
261.5048	2.5	Accumulation	2	1.4019	2
264.4738	2.5	Zipper	1	0.6861	1
267.4762	2.5	Yet	n/a	n/a	2
270.4795	2.5	LNROGU	1	0.8571	1
273.4968	2.5	wqhybf	2	1.7810	2
276.4825	2.5	QRGTUE	1	0.5023	1
279.5011	2.5	mcexlk	2	0.6487	2
282.5032	2.5	ZKKIGK	1	0.5376	1
285.4733	2.5	FTWMWT	1	0.5843	1
288.4744	2.5	XWSIHS	1	0.4252	1
291.4930	2.5	XVSFKC	1	0.4457	1
294.4788	2.5	ejgeaj	2	0.5019	2
297.4972	2.5	LPADTO	1	0.6105	1
300.4830	2.5	Alcohol	1	1.8421	1
303.4865	2.5	Anchor	1	1.1920	1
306.4872	2.5	Womb	1	0.9605	1
309.4892	2.5	Academy	1	1.0325	1
312.4749	2.5	Iris	n/a	n/a	1
315.4769	2.5	Pony	1	0.6957	1
318.4792	2.5	Join	2	0.9657	2
321.4811	2.5	Ache	1	1.4986	2
324.4833	2.5	Turtle	1	0.6395	1
327.5024	2.5	Before	2	1.6853	2
330.5043	2.5	IFRQHC	1	0.9272	1
333.4898	2.5	FWSRXP	1	0.4708	1
336.4765	2.5	odgmfj	2	0.4231	2
339.4941	2.5	DWMVAL	1	0.4244	1
342.4797	2.5	rxztkm	2	0.4608	2
345.4984	2.5	akicxh	2	0.7771	2
348.4840	2.5	PFXMMA	1	0.5563	1
351.4861	2.5	VVUCWW	1	0.7715	1
354.4719	2.5	qadjmt	2	0.5967	2
357.4752	2.5	odibom	2	0.6392	2
