onset	duration	stimulus_string	response	response_time	correct_response
0.5170	2.5	Animal	1	1.5250	1
3.5193	2.5	Yacht	1	1.0047	1
6.4884	2.5	Mood	2	0.7153	2
9.4915	2.5	Dentist	1	0.6559	1
12.4924	2.5	Baby	1	0.8785	1
15.4949	2.5	Club	2	1.6450	1
18.5133	2.5	Deficient	2	0.8875	2
21.4991	2.5	Behavior	2	0.7655	2
24.5175	2.5	Intellect	2	0.7366	2
27.5033	2.5	Hot	1	0.8336	1
30.5052	2.5	usfzsw	n/a	n/a	2
33.4913	2.5	UYMRUA	1	1.4036	1
36.5096	2.5	FINLCP	1	1.0192	1
39.4952	2.5	uwacew	2	0.7456	2
42.5137	2.5	hqpfay	2	0.6735	2
45.4994	2.5	cibdvv	2	0.4764	2
48.5181	2.5	tmrnuj	2	0.5686	2
51.5203	2.5	UFCVLP	1	0.4975	1
54.4903	2.5	BHEOGM	1	0.5175	1
57.4914	2.5	iejalb	2	0.8964	2
60.5100	2.5	Aluminum	1	2.0887	1
63.4959	2.5	Definition	2	1.1642	2
66.5144	2.5	Challenge	2	1.0914	2
69.5003	2.5	Tunnel	1	1.0385	1
72.5035	2.5	Opinion	2	0.8803	2
75.4890	2.5	Background	2	0.9607	2
78.4909	2.5	Fuel	1	0.7148	1
81.4918	2.5	Vow	2	1.5799	2
84.4950	2.5	Gold	1	0.9538	1
87.4963	2.5	Cheek	1	1.0476	1
90.5148	2.5	JQBEBC	1	0.7709	1
93.5006	2.5	TQUAMB	1	0.6041	1
96.5039	2.5	PGEJFW	1	0.5018	1
99.4881	2.5	IAQQPL	1	0.4895	1
102.4915	2.5	ljaycz	2	0.5603	2
105.4925	2.5	SUMVLC	1	0.6775	1
108.4951	2.5	kkjmzq	2	0.5846	2
111.5132	2.5	IXHEFN	1	0.6714	1
114.5155	2.5	qtmlyv	2	0.6311	2
117.5177	2.5	HWOCDA	1	0.5899	1
120.5034	2.5	Ant	1	1.1923	1
123.4886	2.5	Pity	2	0.6846	2
126.5075	2.5	Adult	1	0.5503	1
