onset	duration	stimulus_string	response	response_time	correct_response
0.5005	2.5	Animal	n/a	n/a	1
3.5028	2.5	Yacht	1	1.5687	1
6.4884	2.5	Mood	2	0.9581	2
9.4748	2.5	Dentist	1	1.2098	1
12.4761	2.5	Baby	1	0.8494	1
15.4793	2.5	Club	1	0.9373	1
18.4820	2.5	Deficient	2	1.3596	2
21.4991	2.5	Behavior	2	1.7396	2
24.4849	2.5	Intellect	2	1.3928	2
27.4869	2.5	Hot	2	1.3237	1
30.4889	2.5	usfzsw	2	1.3118	2
33.4910	2.5	UYMRUA	1	0.7336	1
36.4777	2.5	FINLCP	1	0.5487	1
39.4954	2.5	uwacew	2	0.4542	2
42.4974	2.5	hqpfay	2	0.6892	2
45.4997	2.5	cibdvv	2	0.4699	2
48.5018	2.5	tmrnuj	2	0.3749	2
51.5039	2.5	UFCVLP	1	0.5231	1
54.4895	2.5	BHEOGM	n/a	n/a	1
57.4766	2.5	iejalb	2	0.4961	2
60.4773	2.5	Aluminum	1	1.9873	1
63.4960	2.5	Definition	2	0.7356	2
66.4816	2.5	Challenge	2	0.9549	2
69.5002	2.5	Tunnel	1	0.9754	1
72.4859	2.5	Opinion	2	0.6617	2
75.5045	2.5	Background	2	0.6982	2
78.4746	2.5	Fuel	n/a	n/a	1
81.4758	2.5	Vow	2	1.1657	2
84.4779	2.5	Gold	1	1.1037	1
87.4803	2.5	Cheek	1	0.9992	1
90.4987	2.5	JQBEBC	1	1.0718	1
93.4853	2.5	TQUAMB	1	0.6561	1
96.5031	2.5	PGEJFW	1	0.5705	1
99.4728	2.5	IAQQPL	1	0.4859	1
102.4743	2.5	ljaycz	2	0.6341	2
105.4773	2.5	SUMVLC	1	0.7022	1
108.4785	2.5	kkjmzq	2	0.5100	2
111.4969	2.5	IXHEFN	n/a	n/a	1
114.4829	2.5	qtmlyv	2	0.7487	2
117.4858	2.5	HWOCDA	1	0.7857	1
120.4870	2.5	Ant	1	1.3466	1
123.4735	2.5	Pity	2	0.8412	2
126.4747	2.5	Adult	n/a	n/a	1
129.4934	2.5	Extreme	2	0.9074	2
132.4790	2.5	Yard	n/a	n/a	1
135.4977	2.5	Quality	2	1.0890	2
138.4843	2.5	Gift	n/a	n/a	1
141.4865	2.5	Herb	1	1.1064	1
144.4879	2.5	Capacity	2	1.7895	2
147.4896	2.5	Ornament	1	1.4800	1
150.4752	2.5	zefnpo	2	1.2504	2
153.4942	2.5	HJCYVN	1	0.6034	1
156.4797	2.5	lacqfu	2	0.5068	2
159.4982	2.5	bfnjvc	2	0.6923	2
162.4843	2.5	bqkoxc	2	0.5581	2
165.5026	2.5	zhuseg	2	0.5039	2
168.4882	2.5	yvrfxr	2	0.3784	2
171.4902	2.5	gibsxk	2	0.4303	2
174.4758	2.5	pxtgjt	2	0.4328	2
177.4947	2.5	pcazyb	2	0.4509	2
180.4966	2.5	Failure	2	1.0210	2
183.4988	2.5	Unlimited	2	1.7036	2
186.5009	2.5	Zero	2	1.2505	2
