onset	duration	stimulus_string	response	response_time	correct_response
0.4837	2.5	Animal	1	1.2107	1
3.5028	2.5	Yacht	1	0.8048	1
6.4879	2.5	Mood	2	0.9356	2
9.4738	2.5	Dentist	1	0.7207	1
12.4757	2.5	Baby	1	0.6658	1
15.4783	2.5	Club	1	1.4653	1
18.4798	2.5	Deficient	2	1.2425	2
21.4827	2.5	Behavior	2	0.7567	2
24.4843	2.5	Intellect	2	0.9212	2
27.4869	2.5	Hot	2	0.8856	1
30.4719	2.5	usfzsw	2	1.7504	2
33.4910	2.5	UYMRUA	1	0.8363	1
36.4762	2.5	FINLCP	1	0.6093	1
39.4788	2.5	uwacew	2	0.4388	2
42.4805	2.5	hqpfay	2	0.9180	2
45.4831	2.5	cibdvv	2	0.3882	2
48.4848	2.5	tmrnuj	2	0.4049	2
51.5042	2.5	UFCVLP	n/a	n/a	1
54.4723	2.5	BHEOGM	1	0.2905	1
57.4750	2.5	iejalb	2	0.3805	2
60.4766	2.5	Aluminum	1	1.0490	1
63.4794	2.5	Definition	2	0.7881	2
66.4810	2.5	Challenge	2	1.2158	2
69.4838	2.5	Tunnel	1	0.6769	1
72.4854	2.5	Opinion	2	0.7409	2
75.4895	2.5	Background	2	0.8029	2
78.4731	2.5	Fuel	1	1.0063	1
81.4755	2.5	Vow	2	1.2120	2
84.4774	2.5	Gold	1	1.1339	1
87.4806	2.5	Cheek	1	0.6508	1
90.4817	2.5	JQBEBC	1	1.0458	1
93.5008	2.5	TQUAMB	1	0.5036	1
96.4857	2.5	PGEJFW	1	0.4238	1
99.4722	2.5	IAQQPL	1	0.4293	1
102.4736	2.5	ljaycz	2	0.4242	2
105.4764	2.5	SUMVLC	1	0.4760	1
108.4780	2.5	kkjmzq	2	0.4105	2
111.4970	2.5	IXHEFN	1	0.3784	1
114.4823	2.5	qtmlyv	2	0.4582	2
117.4851	2.5	HWOCDA	1	0.4173	1
120.4866	2.5	Ant	1	1.2287	1
123.4725	2.5	Pity	2	1.1058	2
126.4739	2.5	Adult	1	0.8535	1
129.4768	2.5	Extreme	2	0.8385	2
132.4783	2.5	Yard	1	1.2234	1
135.4975	2.5	Quality	2	0.6548	2
138.4829	2.5	Gift	1	1.0076	1
141.4860	2.5	Herb	1	0.8182	1
144.4872	2.5	Capacity	2	0.7590	2
147.4732	2.5	Ornament	1	1.0040	1
150.4746	2.5	zefnpo	2	1.4117	2
153.4939	2.5	HJCYVN	1	0.6736	1
156.4790	2.5	lacqfu	2	0.5184	2
159.4820	2.5	bfnjvc	2	0.4634	2
162.4834	2.5	bqkoxc	2	0.5109	2
165.4859	2.5	zhuseg	2	0.5884	2
168.4878	2.5	yvrfxr	2	0.6106	2
171.4736	2.5	gibsxk	2	0.8478	2
174.4754	2.5	pxtgjt	2	0.6311	2
177.4945	2.5	pcazyb	2	0.4618	2
180.4795	2.5	Failure	2	0.8810	2
183.4825	2.5	Unlimited	2	1.1108	2
186.4838	2.5	Zero	2	1.5588	2
189.4866	2.5	Persecution	2	1.1060	2
192.4716	2.5	Elm	1	0.7658	1
195.4742	2.5	Zoo	1	0.8371	1
198.4758	2.5	Gown	1	0.8275	1
201.4784	2.5	Talent	2	1.2410	2
204.4802	2.5	Social	2	0.6543	2
207.4829	2.5	Way	2	1.2514	2
210.4846	2.5	fptynb	2	0.9837	2
213.5039	2.5	YOMIUE	1	0.5584	1
216.4722	2.5	trqpml	2	0.6410	2
219.4749	2.5	xyarmc	2	0.4564	2
222.4764	2.5	FZHTDH	1	0.6130	1
225.4792	2.5	SCYHZD	1	0.5331	1
228.4809	2.5	olgmbo	2	0.8604	2
231.4832	2.5	SVFYXV	1	0.6643	1
234.4852	2.5	SYRNHH	1	0.5014	1
237.4877	2.5	BXNMDO	1	0.4137	1
240.4728	2.5	Twig	1	1.3513	1
243.4754	2.5	Moral	2	0.8489	2
246.4771	2.5	Chance	2	0.8591	2
249.4801	2.5	Reputation	2	0.9101	2
252.4812	2.5	Balance	2	0.9021	2
255.4841	2.5	Fang	1	0.6892	1
258.4857	2.5	Calmness	2	1.0564	2
261.4730	2.5	Accumulation	2	1.3624	2
264.4731	2.5	Zipper	1	0.7942	1
267.4760	2.5	Yet	2	0.9602	2
270.4777	2.5	LNROGU	1	1.0306	1
273.4805	2.5	wqhybf	2	0.7082	2
276.4820	2.5	QRGTUE	1	0.5051	1
279.5011	2.5	mcexlk	2	0.5752	2
282.4864	2.5	ZKKIGK	1	0.5584	1
285.4722	2.5	FTWMWT	1	0.5081	1
288.4738	2.5	XWSIHS	1	0.4715	1
291.4769	2.5	XVSFKC	1	1.0232	1
294.4783	2.5	ejgeaj	2	0.4742	2
297.4810	2.5	LPADTO	1	0.4713	1
300.4824	2.5	Alcohol	1	1.4149	1
303.5018	2.5	Anchor	1	0.6704	1
306.4867	2.5	Womb	1	0.7385	1
309.4894	2.5	Academy	1	0.8658	1
312.4745	2.5	Iris	1	0.6789	1
315.4771	2.5	Pony	1	0.5402	1
318.4789	2.5	Join	2	0.7453	2
321.4814	2.5	Ache	2	0.6397	2
324.4832	2.5	Turtle	1	0.7500	1
327.5028	2.5	Before	2	0.7716	2
330.4873	2.5	IFRQHC	1	0.8610	1
333.4733	2.5	FWSRXP	1	0.4030	1
336.4751	2.5	odgmfj	2	0.5653	2
339.4776	2.5	DWMVAL	1	0.6426	1
342.4795	2.5	rxztkm	2	1.2241	2
345.4834	2.5	akicxh	2	0.4878	2
348.4838	2.5	PFXMMA	1	0.4924	1
351.4860	2.5	VVUCWW	1	0.6401	1
354.4714	2.5	qadjmt	2	0.9369	2
357.4739	2.5	odibom	2	0.4884	2
