onset	duration	face	response	response_time	trial_type
1.3841	2.5	stimuli/Faces/TMWmale34-4neutral.bmp	1	1.1217	Subsequent_Hit
5.0037	2.5	stimuli/Faces/TMWmale34-2neutral.bmp	2	1.5290	Subsequent_Hit
8.8404	2.5	stimuli/Faces/TMWmale33neutral.bmp	2	1.3244	Subsequent_Hit
12.3423	2.5	stimuli/Faces/TMBfemale57neutral.bmp	1	1.0516	Subsequent_Hit
15.7614	2.5	stimuli/Faces/JWfemale74neutral.bmp	2	1.3579	Subsequent_Miss
19.4974	2.5	stimuli/Faces/TSFHfemale64neutral.bmp	1	0.9889	Subsequent_Hit
23.2173	2.5	stimuli/Faces/TMWmale20-4neutral.bmp	2	1.7165	Subsequent_Hit
26.3869	2.5	stimuli/Faces/JWfemale76-3neutral.bmp	2	1.6410	Subsequent_Hit
30.4053	2.5	stimuli/Faces/JWfemale76-4neutral.bmp	n/a	n/a	Subsequent_NoResp
34.3264	2.5	stimuli/Faces/TMWmale37-2neutral.bmp	2	2.2596	Subsequent_Hit
37.5460	2.5	stimuli/Faces/TSFAmale68neutral.bmp	1	1.2290	Subsequent_Hit
41.0138	2.5	stimuli/Faces/JWmale70neutral.bmp	2	1.3251	Subsequent_Hit
44.5653	2.5	stimuli/Faces/JWmale69-2neutral.bmp	1	1.0704	Subsequent_Miss
47.7195	2.5	stimuli/Faces/EMWfemale34neutral.bmp	1	1.3394	Subsequent_Hit
51.2202	2.5	stimuli/Faces/EMWfemale24-2neutral.bmp	1	1.5797	Subsequent_Hit
55.1897	2.5	stimuli/Faces/WBmale31neutral.bmp	1	1.6244	Subsequent_Hit
58.2419	2.5	stimuli/Faces/JWfemale78-3neutral.bmp	1	1.7450	Subsequent_Hit
61.3942	2.5	stimuli/Faces/TSFBmale77neutral.bmp	2	1.6175	Subsequent_Hit
65.0489	2.5	stimuli/Faces/JWfemale65-4neutral.bmp	1	1.2918	Subsequent_Hit
68.1845	2.5	stimuli/Faces/TSFWmale87neutral.bmp	2	1.5201	Subsequent_Hit
71.9850	2.5	stimuli/Faces/TMWmale25-2neutral.bmp	n/a	n/a	Subsequent_NoResp
75.7236	2.5	stimuli/Faces/EMWfemale21-5neutral.bmp	1	0.9963	Subsequent_Hit
78.8565	2.5	stimuli/Faces/JWfemale68-2neutral.bmp	1	1.5033	Subsequent_Hit
