onset	duration	stimulus_string	response	response_time	correct_response
0.5009	2.5	Animal	1	2.3533	1
3.4859	2.5	Yacht	1	1.1602	1
6.4720	2.5	Mood	2	1.1729	2
9.4737	2.5	Dentist	1	0.7794	1
12.4763	2.5	Baby	1	0.7980	1
15.4779	2.5	Club	1	1.2652	1
18.4802	2.5	Deficient	2	1.1398	2
21.4821	2.5	Behavior	2	1.0990	2
24.4851	2.5	Intellect	2	1.0568	2
27.4866	2.5	Hot	2	1.5975	1
30.4889	2.5	usfzsw	2	1.6411	2
33.4742	2.5	UYMRUA	1	0.7469	1
36.4768	2.5	FINLCP	1	1.0343	1
39.4785	2.5	uwacew	2	0.8365	2
42.4975	2.5	hqpfay	2	0.6648	2
45.4825	2.5	cibdvv	2	1.2006	2
48.5019	2.5	tmrnuj	2	0.5951	2
51.4872	2.5	UFCVLP	1	0.4848	1
54.4733	2.5	BHEOGM	1	0.8019	1
57.4747	2.5	iejalb	2	1.0156	2
60.4774	2.5	Aluminum	1	2.3228	1
63.4788	2.5	Definition	2	1.0962	2
66.4818	2.5	Challenge	2	1.3402	2
69.4834	2.5	Tunnel	1	0.7017	1
72.4864	2.5	Opinion	2	1.5326	2
75.4876	2.5	Background	n/a	n/a	2
78.4737	2.5	Fuel	1	0.8533	1
81.4751	2.5	Vow	2	1.8729	2
84.4788	2.5	Gold	1	1.9263	1
87.4794	2.5	Cheek	1	1.2977	1
90.4986	2.5	JQBEBC	1	1.4025	1
93.4837	2.5	TQUAMB	1	0.9643	1
96.4858	2.5	PGEJFW	1	1.0021	1
99.4883	2.5	IAQQPL	1	0.7097	1
102.4745	2.5	ljaycz	2	0.8224	2
105.4757	2.5	SUMVLC	1	1.0372	1
108.4785	2.5	kkjmzq	2	1.0986	2
111.4802	2.5	IXHEFN	1	1.1818	1
114.4820	2.5	qtmlyv	2	1.1121	2
117.4843	2.5	HWOCDA	1	1.2086	1
120.4871	2.5	Ant	n/a	n/a	1
123.4721	2.5	Pity	2	0.9438	2
126.4736	2.5	Adult	1	1.3553	1
129.4763	2.5	Extreme	2	0.7507	2
132.4792	2.5	Yard	1	1.0970	1
135.4807	2.5	Quality	n/a	n/a	2
138.4832	2.5	Gift	1	0.6808	1
141.4851	2.5	Herb	1	1.1299	1
144.5043	2.5	Capacity	2	0.8347	2
147.4725	2.5	Ornament	1	1.1884	1
150.4745	2.5	zefnpo	2	1.0194	2
153.4768	2.5	HJCYVN	1	0.6382	1
156.4797	2.5	lacqfu	2	1.2842	2
159.4813	2.5	bfnjvc	2	1.0996	2
162.4830	2.5	bqkoxc	2	0.6660	2
165.4854	2.5	zhuseg	2	0.8993	2
168.4886	2.5	yvrfxr	2	1.3353	2
171.4731	2.5	gibsxk	2	1.0267	2
174.4924	2.5	pxtgjt	2	0.8615	2
177.4774	2.5	pcazyb	2	1.0955	2
180.4810	2.5	Failure	2	1.0920	2
183.4819	2.5	Unlimited	2	1.3221	2
186.5009	2.5	Zero	1	1.4860	2
189.4859	2.5	Persecution	n/a	n/a	2
192.4716	2.5	Elm	2	1.3955	1
195.4736	2.5	Zoo	1	1.2174	1
198.4764	2.5	Gown	1	0.7834	1
201.4780	2.5	Talent	2	1.7898	2
204.4810	2.5	Social	2	0.6623	2
207.4822	2.5	Way	2	1.2401	2
210.4851	2.5	fptynb	2	0.8567	2
213.4865	2.5	YOMIUE	1	0.6893	1
216.4720	2.5	trqpml	2	0.6360	2
219.4744	2.5	xyarmc	2	0.6164	2
222.4771	2.5	FZHTDH	1	1.4000	1
225.4784	2.5	SCYHZD	1	0.8574	1
228.4813	2.5	olgmbo	2	1.0427	2
231.4827	2.5	SVFYXV	1	0.9313	1
234.4848	2.5	SYRNHH	1	1.1722	1
237.4873	2.5	BXNMDO	1	1.4555	1
240.4733	2.5	Twig	1	1.3735	1
243.4747	2.5	Moral	2	1.7433	2
246.4775	2.5	Chance	2	1.0043	2
249.4790	2.5	Reputation	2	0.9858	2
252.4819	2.5	Balance	2	1.1571	2
255.4835	2.5	Fang	1	1.4078	1
258.5024	2.5	Calmness	2	0.8024	2
261.4878	2.5	Accumulation	2	1.7461	2
264.4738	2.5	Zipper	1	1.5640	1
267.4754	2.5	Yet	2	0.9815	2
270.4946	2.5	LNROGU	1	0.9291	1
273.4797	2.5	wqhybf	2	0.7804	2
276.4823	2.5	QRGTUE	1	1.5416	1
279.4840	2.5	mcexlk	2	0.9139	2
282.4867	2.5	ZKKIGK	1	0.7222	1
285.4883	2.5	FTWMWT	1	0.9066	1
288.4907	2.5	XWSIHS	1	0.9592	1
291.4759	2.5	XVSFKC	1	1.1658	1
294.4786	2.5	ejgeaj	2	1.4194	2
297.4803	2.5	LPADTO	1	0.6367	1
300.4832	2.5	Alcohol	1	1.2937	1
303.4846	2.5	Anchor	1	1.1953	1
306.4866	2.5	Womb	1	1.4184	1
309.4719	2.5	Academy	1	1.7050	1
312.4748	2.5	Iris	1	1.2491	1
315.4766	2.5	Pony	1	1.6594	1
318.4793	2.5	Join	2	0.7725	2
321.4807	2.5	Ache	1	0.9103	2
324.4838	2.5	Turtle	n/a	n/a	1
327.4852	2.5	Before	2	1.1487	2
330.4881	2.5	IFRQHC	1	0.7526	1
333.4728	2.5	FWSRXP	1	0.7111	1
336.4758	2.5	odgmfj	2	0.9317	2
339.4769	2.5	DWMVAL	1	1.2179	1
342.4800	2.5	rxztkm	2	1.0519	2
345.4812	2.5	akicxh	2	0.6297	2
348.4843	2.5	PFXMMA	1	0.5695	1
351.4857	2.5	VVUCWW	1	0.8142	1
354.4885	2.5	qadjmt	2	0.8444	2
357.4731	2.5	odibom	2	0.9116	2
