onset	duration	word	response	response_time	trial_type
1.1012	2.5	Pillow	1	1.4206	Hit
4.8204	2.5	Car	2	1.9091	Miss
8.3557	2.5	Strawberry	1	1.1300	Hit
11.7433	2.5	Water	2	1.5693	CR
15.2947	2.5	Rose	1	0.9780	Hit
18.5467	2.5	Sand	2	2.0399	CR
21.5829	2.5	Lamb	2	1.0526	CR
24.9845	2.5	Chalk	2	1.1900	CR
28.7874	2.5	Vegetable	1	1.4522	Hit
32.0731	2.5	Jaw	2	0.8714	CR
35.5257	2.5	Cement	2	1.9919	CR
39.5286	2.5	Glove	1	1.7710	Hit
42.8978	2.5	Whale	2	1.6859	CR
46.4836	2.5	Typewriter	1	0.9790	Hit
49.7861	2.5	Saucer	2	0.8136	CR
52.9882	2.5	Stone	2	1.0023	CR
56.0739	2.5	Tea	2	1.7617	CR
59.4596	2.5	Handkerchief	2	1.7099	CR
62.8953	2.5	Orange	2	1.4260	CR
66.7483	2.5	Shrimp	1	0.7363	Hit
70.7176	2.5	Jersey	1	1.2510	Hit
73.9711	2.5	Tiger	2	1.3155	CR
77.3724	2.5	Cotton	2	1.9793	CR
80.8748	2.5	Earthworm	2	1.6166	CR
84.6444	2.5	Birch	1	1.1122	Hit
88.2136	2.5	Steak	1	1.2389	Hit
91.4826	2.5	Tomato	2	0.9170	CR
95.1686	2.5	Snake	1	1.0239	Hit
99.0044	2.5	Tail	2	1.0922	Miss
102.8740	2.5	Stick	1	1.0115	Hit
105.8776	2.5	Heart	2	1.4688	CR
109.1954	2.5	Rum	2	1.2484	CR
113.1814	2.5	Honey	1	0.8710	Hit
117.0842	2.5	Garlic	1	1.0692	Hit
120.8202	2.5	Chestnut	1	0.7643	Hit
124.0227	2.5	Pill	2	1.2567	CR
127.4265	2.5	Glass	2	1.8243	CR
130.8943	2.5	Pea	2	1.0722	CR
134.0811	2.5	Brick	2	1.1636	CR
137.6990	2.5	Toe	1	0.8659	Hit
141.3685	2.5	Ice	1	2.1100	Hit
144.7041	2.5	Frog	2	1.9155	CR
148.5235	2.5	Cigarette	1	1.4790	Hit
152.0426	2.5	Window	1	1.5408	Hit
155.3965	2.5	Rock	1	1.7159	FA
158.5142	2.5	Sofa	2	1.0753	CR
161.6495	2.5	Rabbit	2	1.3280	CR
165.2688	2.5	Broom	1	2.0647	Hit
168.3200	2.5	Rat	2	1.2756	CR
171.7752	2.5	Bag	2	1.0514	CR
175.0759	2.5	Bracelet	n/a	n/a	NoResp
178.2283	2.5	Grasshopper	2	1.5862	CR
181.9809	2.5	Telephone	1	1.1097	Hit
185.7669	2.5	Limousine	1	0.8006	Hit
189.4197	2.5	Fur	1	0.7969	Hit
193.3056	2.5	Cherry	1	1.1086	Hit
197.2085	2.5	Bridge	1	0.6911	Hit
200.5612	2.5	Van	2	1.2364	CR
204.0800	2.5	Beach	n/a	n/a	NoResp
207.2490	2.5	Ink	2	1.3295	CR
210.3168	2.5	Soda	2	0.9727	CR
213.3536	2.5	Clothes	2	0.9088	CR
217.2912	2.5	Eye	1	0.8902	Hit
220.8255	2.5	Thread	1	0.9509	Hit
224.5948	2.5	Cabbage	1	0.9047	Hit
228.3972	2.5	Carrot	1	1.1433	Hit
231.5166	2.5	Pig	2	1.3699	CR
234.7520	2.5	Skunk	2	1.0144	CR
238.2228	2.5	Pedal	2	1.1379	CR
241.3082	2.5	Nose	2	1.1032	CR
245.0096	2.5	Wig	1	0.8657	Hit
248.5121	2.5	Skirt	1	1.1794	FA
252.1314	2.5	Beef	1	0.8100	Hit
256.0509	2.5	Shark	1	0.9796	Hit
259.9034	2.5	Pencil	2	1.4082	Miss
263.0723	2.5	Walrus	2	0.8040	CR
266.3077	2.5	Ship	2	0.8778	CR
269.9946	2.5	Clown	1	1.1150	Hit
273.5632	2.5	Onion	1	1.2282	Hit
277.4828	2.5	Balloon	1	1.6136	Hit
280.5348	2.5	Chair	2	1.5596	CR
284.4715	2.5	Coffee	1	0.8280	Hit
288.0736	2.5	Kettle	1	0.9208	Hit
291.9265	2.5	Teeth	1	1.4162	Hit
295.0955	2.5	Egg	2	1.5700	CR
299.0650	2.5	Ball	1	0.9944	Hit
302.7842	2.5	Blood	2	1.6242	Miss
305.8532	2.5	Weed	2	1.1092	CR
309.5225	2.5	Spoon	1	1.1140	Hit
312.8415	2.5	Bean	1	1.6179	FA
316.5940	2.5	Bed	1	0.7223	Hit
320.5970	2.5	Blouse	1	0.7294	Hit
324.5500	2.5	Cork	1	0.7694	Hit
327.7689	2.5	Collar	2	0.7234	CR
331.1214	2.5	Head	2	0.9899	CR
334.5737	2.5	Rocket	2	0.7336	CR
338.5933	2.5	Girl	1	0.8361	Hit
342.2459	2.5	Potato	1	0.8656	Hit
346.0488	2.5	Stomach	1	1.2987	Hit
349.2012	2.5	Tooth	2	2.1931	CR
