onset	duration	stimulus_string	response	response_time	correct_response
0.5007	2.5	Animal	n/a	n/a	1
3.5027	2.5	Yacht	1	0.9440	1
6.4718	2.5	Mood	2	0.8338	2
9.4746	2.5	Dentist	1	0.8579	1
12.4765	2.5	Baby	1	0.7709	1
15.4773	2.5	Club	1	0.7920	1
18.4972	2.5	Deficient	2	0.7934	2
21.4992	2.5	Behavior	2	0.9063	2
24.5013	2.5	Intellect	2	0.7031	2
27.4871	2.5	Hot	2	1.1754	1
30.4887	2.5	usfzsw	2	1.1369	2
33.4912	2.5	UYMRUA	1	0.5193	1
36.4932	2.5	FINLCP	1	0.8053	1
39.4955	2.5	uwacew	2	0.7111	2
42.4975	2.5	hqpfay	2	0.6599	2
45.4998	2.5	cibdvv	2	0.5587	2
48.5017	2.5	tmrnuj	2	0.5497	2
51.5039	2.5	UFCVLP	1	0.6411	1
54.4893	2.5	BHEOGM	1	0.5382	1
57.4760	2.5	iejalb	2	0.5730	2
60.4940	2.5	Aluminum	1	1.5656	1
63.4959	2.5	Definition	2	0.9865	2
66.4816	2.5	Challenge	2	0.9198	2
69.4841	2.5	Tunnel	1	0.7485	1
72.4856	2.5	Opinion	2	0.6839	2
75.4879	2.5	Background	1	1.1806	2
78.4738	2.5	Fuel	1	0.7217	1
81.4754	2.5	Vow	2	0.9210	2
84.4781	2.5	Gold	1	0.8223	1
87.4809	2.5	Cheek	1	0.7555	1
90.4986	2.5	JQBEBC	1	0.6788	1
93.5008	2.5	TQUAMB	1	0.5657	1
96.4869	2.5	PGEJFW	1	0.5754	1
99.4737	2.5	IAQQPL	1	0.5377	1
102.4751	2.5	ljaycz	2	0.4344	2
105.4928	2.5	SUMVLC	1	0.7835	1
108.4787	2.5	kkjmzq	2	0.6496	2
111.4969	2.5	IXHEFN	1	0.4776	1
114.4826	2.5	qtmlyv	2	0.8397	2
117.5014	2.5	HWOCDA	1	0.7609	1
120.4872	2.5	Ant	1	1.1484	1
123.4890	2.5	Pity	2	1.0724	2
126.4912	2.5	Adult	1	0.7550	1
129.4933	2.5	Extreme	2	0.7362	2
132.4792	2.5	Yard	1	0.7086	1
135.4975	2.5	Quality	2	0.6710	2
138.4832	2.5	Gift	1	0.7162	1
141.4861	2.5	Herb	1	0.9396	1
144.4893	2.5	Capacity	2	1.0871	2
147.4895	2.5	Ornament	1	0.8479	1
150.4918	2.5	zefnpo	2	0.8195	2
