onset	duration	stimulus_string	response	response_time	correct_response
0.6508	2.5	Animal	1	2.2638	1
3.8031	2.5	Yacht	n/a	n/a	1
6.9556	2.5	Mood	2	0.7892	2
10.1078	2.5	Dentist	1	0.6606	1
13.2601	2.5	Baby	1	1.0794	1
16.3956	2.5	Club	1	1.3397	1
19.5477	2.5	Deficient	2	0.7797	2
22.6824	2.5	Behavior	2	0.7641	2
25.8358	2.5	Intellect	2	0.6297	2
28.9880	2.5	Hot	1	0.8485	1
32.1399	2.5	usfzsw	2	1.6197	2
35.2922	2.5	UYMRUA	1	0.8202	1
38.4450	2.5	FINLCP	1	0.7407	1
41.5973	2.5	uwacew	2	0.5061	2
44.7321	2.5	hqpfay	2	0.5572	2
47.8849	2.5	cibdvv	2	0.5414	2
51.0369	2.5	tmrnuj	2	0.6344	2
54.1895	2.5	UFCVLP	1	0.4118	1
57.3415	2.5	BHEOGM	1	0.4918	1
60.4782	2.5	iejalb	2	0.6321	2
63.6296	2.5	Aluminum	1	1.4489	1
66.7646	2.5	Definition	2	1.0327	2
69.9174	2.5	Challenge	2	1.1158	2
73.0694	2.5	Tunnel	1	0.7029	1
76.2062	2.5	Opinion	2	0.6921	2
79.3573	2.5	Background	2	1.7450	2
82.4930	2.5	Fuel	1	0.6661	1
85.6454	2.5	Vow	2	1.4499	2
88.7805	2.5	Gold	1	0.9288	1
91.9162	2.5	Cheek	1	1.0064	1
95.0683	2.5	JQBEBC	1	1.0688	1
98.2210	2.5	TQUAMB	n/a	n/a	1
101.3732	2.5	PGEJFW	1	0.4950	1
104.5100	2.5	IAQQPL	1	0.5573	1
107.6453	2.5	ljaycz	2	0.7221	2
110.7796	2.5	SUMVLC	1	0.6608	1
113.9154	2.5	kkjmzq	2	0.6742	2
117.0675	2.5	IXHEFN	1	0.5867	1
120.2045	2.5	qtmlyv	2	0.7728	2
123.3555	2.5	HWOCDA	1	0.7946	1
126.4913	2.5	Ant	1	1.1040	1
129.6435	2.5	Pity	2	1.1688	2
132.7787	2.5	Adult	1	1.1605	1
135.9314	2.5	Extreme	2	1.3437	2
139.0836	2.5	Yard	1	0.7997	1
142.2360	2.5	Quality	2	1.0691	2
145.3881	2.5	Gift	1	0.7750	1
148.5234	2.5	Herb	1	1.0528	1
151.6757	2.5	Capacity	1	1.3374	2
154.8283	2.5	Ornament	1	0.9398	1
157.9804	2.5	zefnpo	2	0.9978	2
161.1325	2.5	HJCYVN	1	0.4266	1
164.2848	2.5	lacqfu	2	0.4711	2
167.4372	2.5	bfnjvc	2	0.5268	2
170.5739	2.5	bqkoxc	2	0.5793	2
173.7251	2.5	zhuseg	2	0.5159	2
176.8772	2.5	yvrfxr	2	0.4888	2
180.0140	2.5	gibsxk	2	0.5011	2
183.1649	2.5	pxtgjt	2	0.5301	2
186.3175	2.5	pcazyb	2	0.4994	2
189.4696	2.5	Failure	2	1.0673	2
192.6217	2.5	Unlimited	2	1.2090	2
195.7740	2.5	Zero	1	1.2250	2
198.9262	2.5	Persecution	2	1.0847	2
202.0788	2.5	Elm	1	0.7892	1
205.2312	2.5	Zoo	1	0.6608	1
