onset	duration	stimulus_string	response	response_time	correct_response
0.5158	2.5	Animal	1	1.3686	1
3.5181	2.5	Yacht	1	0.9884	1
6.4873	2.5	Mood	2	0.6672	2
9.4892	2.5	Dentist	1	0.6112	1
12.4912	2.5	Baby	1	0.8416	1
15.4935	2.5	Club	1	0.9869	1
18.4957	2.5	Deficient	2	1.0921	2
21.4979	2.5	Behavior	2	0.5915	2
24.5163	2.5	Intellect	2	1.2079	2
27.5022	2.5	Hot	2	1.7238	1
30.5041	2.5	usfzsw	2	1.5683	2
33.4899	2.5	UYMRUA	1	0.6894	1
36.4927	2.5	FINLCP	1	0.4890	1
39.4941	2.5	uwacew	2	0.6304	2
42.5127	2.5	hqpfay	2	0.8457	2
45.4984	2.5	cibdvv	2	0.7640	2
48.5169	2.5	tmrnuj	2	0.6063	2
51.5026	2.5	UFCVLP	1	1.1358	1
54.5046	2.5	BHEOGM	1	0.6097	1
57.4904	2.5	iejalb	2	0.5050	2
60.4928	2.5	Aluminum	1	1.4666	1
63.5112	2.5	Definition	2	0.7551	2
66.4971	2.5	Challenge	2	1.0664	2
69.4989	2.5	Tunnel	1	0.8456	1
72.5178	2.5	Opinion	2	0.7055	2
75.5049	2.5	Background	2	0.8865	2
78.4888	2.5	Fuel	1	0.6798	1
81.4909	2.5	Vow	2	0.8487	2
84.4942	2.5	Gold	1	0.5243	1
87.4959	2.5	Cheek	1	1.6436	1
90.5139	2.5	JQBEBC	1	0.9764	1
93.4997	2.5	TQUAMB	1	0.6368	1
96.5018	2.5	PGEJFW	1	0.6817	1
99.4873	2.5	IAQQPL	1	0.6472	1
102.4900	2.5	ljaycz	2	0.5483	2
105.4916	2.5	SUMVLC	1	0.4767	1
108.4938	2.5	kkjmzq	2	0.5286	2
111.5123	2.5	IXHEFN	1	0.6092	1
114.4981	2.5	qtmlyv	2	0.4993	2
117.5001	2.5	HWOCDA	1	0.5374	1
120.5023	2.5	Ant	1	1.4661	1
123.4877	2.5	Pity	2	0.5867	2
126.5066	2.5	Adult	1	1.8547	1
129.4924	2.5	Extreme	2	0.8040	2
132.4943	2.5	Yard	1	0.7331	1
135.4968	2.5	Quality	2	0.8147	2
138.4985	2.5	Gift	1	1.2848	1
141.5007	2.5	Herb	1	0.8827	1
144.5033	2.5	Capacity	2	0.8371	2
147.4884	2.5	Ornament	1	1.1349	1
150.4908	2.5	zefnpo	2	0.9918	2
153.4928	2.5	HJCYVN	1	0.4016	1
156.4952	2.5	lacqfu	2	0.4591	2
159.4973	2.5	bfnjvc	2	0.5850	2
162.4993	2.5	bqkoxc	2	0.5661	2
165.5029	2.5	zhuseg	2	0.5558	2
168.5035	2.5	yvrfxr	2	0.7699	2
171.4890	2.5	gibsxk	2	0.6114	2
174.4912	2.5	pxtgjt	2	0.5501	2
177.5098	2.5	pcazyb	2	0.5345	2
180.4955	2.5	Failure	2	0.9530	2
183.4980	2.5	Unlimited	2	1.4103	2
186.5164	2.5	Zero	2	2.2251	2
189.5033	2.5	Persecution	2	0.7083	2
192.4876	2.5	Elm	1	0.4870	1
195.4895	2.5	Zoo	1	0.4810	1
198.4919	2.5	Gown	1	0.8046	1
201.4939	2.5	Talent	2	0.7395	2
204.4961	2.5	Social	2	1.2150	2
207.4984	2.5	Way	1	1.2129	2
210.5004	2.5	fptynb	2	0.7451	2
213.5026	2.5	YOMIUE	1	0.5257	1
216.5047	2.5	trqpml	2	0.5175	2
219.4902	2.5	xyarmc	n/a	n/a	2
222.4926	2.5	FZHTDH	1	0.6970	1
225.4947	2.5	SCYHZD	1	0.4400	1
228.4967	2.5	olgmbo	2	0.4788	2
231.4988	2.5	SVFYXV	1	0.5744	1
234.5176	2.5	SYRNHH	1	0.5070	1
237.5032	2.5	BXNMDO	1	0.5282	1
240.4886	2.5	Twig	1	0.7820	1
243.4917	2.5	Moral	2	1.5207	2
246.5095	2.5	Chance	2	1.2381	2
249.4964	2.5	Reputation	2	1.0279	2
252.4972	2.5	Balance	1	1.2040	2
255.4994	2.5	Fang	1	0.6389	1
258.5022	2.5	Calmness	2	0.7092	2
261.4883	2.5	Accumulation	2	1.4081	2
264.4892	2.5	Zipper	1	0.5672	1
267.4917	2.5	Yet	2	0.8786	2
270.4933	2.5	LNROGU	1	0.7929	1
273.4960	2.5	wqhybf	2	0.7353	2
276.4980	2.5	QRGTUE	1	0.5852	1
279.5000	2.5	mcexlk	2	1.0227	2
282.5022	2.5	ZKKIGK	1	0.5102	1
285.4877	2.5	FTWMWT	1	0.6325	1
288.5063	2.5	XWSIHS	1	0.8076	1
291.4919	2.5	XVSFKC	1	0.4934	1
294.4941	2.5	ejgeaj	2	0.5731	2
297.5128	2.5	LPADTO	1	0.5146	1
300.4984	2.5	Alcohol	1	1.0499	1
