onset	duration	stimulus_string	response	response_time	correct_response
0.5162	2.5	Animal	n/a	n/a	1
3.5183	2.5	Yacht	1	1.1715	1
6.4873	2.5	Mood	2	2.2165	2
9.5059	2.5	Dentist	1	0.5520	1
12.4916	2.5	Baby	1	0.6193	1
15.4935	2.5	Club	1	0.5919	1
18.4959	2.5	Deficient	2	1.1968	2
21.4981	2.5	Behavior	2	0.8048	2
24.5004	2.5	Intellect	2	0.5484	2
27.5190	2.5	Hot	2	0.8929	1
30.5041	2.5	usfzsw	2	1.4856	2
33.4902	2.5	UYMRUA	1	0.7387	1
36.4920	2.5	FINLCP	1	0.6068	1
39.4945	2.5	uwacew	2	0.4445	2
42.5127	2.5	hqpfay	2	0.8660	2
45.4987	2.5	cibdvv	2	0.4142	2
48.5171	2.5	tmrnuj	2	0.4655	2
51.5021	2.5	UFCVLP	1	0.8317	1
54.5046	2.5	BHEOGM	1	0.4490	1
57.4908	2.5	iejalb	2	0.5699	2
60.4927	2.5	Aluminum	1	1.9822	1
63.4948	2.5	Definition	2	0.8119	2
66.4971	2.5	Challenge	2	0.6808	2
69.4992	2.5	Tunnel	1	0.9186	1
72.5178	2.5	Opinion	2	0.9421	2
75.5202	2.5	Background	2	1.1106	2
78.4891	2.5	Fuel	1	0.8996	1
81.4912	2.5	Vow	2	0.8637	2
84.5100	2.5	Gold	1	0.5438	1
87.4954	2.5	Cheek	1	0.6353	1
90.5139	2.5	JQBEBC	1	1.2729	1
93.5000	2.5	TQUAMB	1	0.5658	1
96.5010	2.5	PGEJFW	1	0.5148	1
99.4866	2.5	IAQQPL	1	0.3763	1
102.4887	2.5	ljaycz	2	0.5432	2
105.4909	2.5	SUMVLC	1	0.5560	1
108.4938	2.5	kkjmzq	2	0.4961	2
111.5123	2.5	IXHEFN	1	0.5993	1
114.4982	2.5	qtmlyv	2	0.4389	2
117.5006	2.5	HWOCDA	1	0.5241	1
120.5025	2.5	Ant	1	1.5745	1
123.4879	2.5	Pity	2	0.7741	2
126.4904	2.5	Adult	1	1.5725	1
129.4924	2.5	Extreme	2	1.6294	2
132.4944	2.5	Yard	1	0.7685	1
135.4968	2.5	Quality	2	0.7718	2
138.4991	2.5	Gift	1	0.7247	1
141.5008	2.5	Herb	1	0.8260	1
144.5036	2.5	Capacity	2	0.7682	2
147.4888	2.5	Ornament	1	1.0408	1
150.4907	2.5	zefnpo	2	0.5852	2
153.4930	2.5	HJCYVN	1	0.4247	1
156.4953	2.5	lacqfu	2	0.5126	2
159.4964	2.5	bfnjvc	2	0.5134	2
162.4984	2.5	bqkoxc	2	0.4213	2
165.5013	2.5	zhuseg	2	0.3588	2
168.4873	2.5	yvrfxr	2	0.3985	2
171.4883	2.5	gibsxk	2	0.4476	2
174.4917	2.5	pxtgjt	2	0.4801	2
177.4937	2.5	pcazyb	2	0.3642	2
180.4947	2.5	Failure	2	1.3057	2
183.5142	2.5	Unlimited	2	1.0457	2
186.5164	2.5	Zero	2	0.9474	2
189.5023	2.5	Persecution	2	0.6034	2
192.4875	2.5	Elm	1	0.8485	1
195.4896	2.5	Zoo	1	0.6150	1
198.4915	2.5	Gown	1	0.6612	1
201.4943	2.5	Talent	2	0.6494	2
204.4965	2.5	Social	2	0.7078	2
207.4983	2.5	Way	2	1.1384	2
210.5009	2.5	fptynb	2	0.8899	2
213.5018	2.5	YOMIUE	1	1.8870	1
216.4882	2.5	trqpml	2	0.9125	2
219.4905	2.5	xyarmc	2	0.5944	2
