onset	duration	stimulus_string	response	response_time	correct_response
0.5005	2.5	Animal	n/a	n/a	1
3.5026	2.5	Yacht	2	1.0170	1
6.4717	2.5	Mood	2	1.4262	2
9.4747	2.5	Dentist	1	0.6830	1
12.4760	2.5	Baby	1	1.0991	1
15.4792	2.5	Club	1	0.8946	1
18.4805	2.5	Deficient	2	0.6833	2
21.4990	2.5	Behavior	2	1.0607	2
24.5011	2.5	Intellect	2	1.4097	2
27.4875	2.5	Hot	2	1.2322	1
30.4887	2.5	usfzsw	2	1.3732	2
33.4753	2.5	UYMRUA	1	0.5295	1
36.4766	2.5	FINLCP	1	0.5201	1
39.4804	2.5	uwacew	2	0.7124	2
42.4973	2.5	hqpfay	2	0.7264	2
45.4845	2.5	cibdvv	2	0.4783	2
48.5018	2.5	tmrnuj	2	0.4338	2
51.5037	2.5	UFCVLP	1	0.6100	1
54.4892	2.5	BHEOGM	1	0.5938	1
57.4759	2.5	iejalb	2	0.4459	2
60.4772	2.5	Aluminum	1	1.7576	1
63.4957	2.5	Definition	2	1.2360	2
66.4819	2.5	Challenge	2	1.3121	2
69.5000	2.5	Tunnel	1	1.0457	1
72.4857	2.5	Opinion	2	2.1840	2
75.4877	2.5	Background	2	0.8052	2
78.4734	2.5	Fuel	1	0.9624	1
81.4757	2.5	Vow	2	0.8611	2
84.4783	2.5	Gold	1	0.5805	1
87.4799	2.5	Cheek	1	0.8277	1
90.4984	2.5	JQBEBC	1	0.7942	1
93.4855	2.5	TQUAMB	1	0.5242	1
96.4863	2.5	PGEJFW	1	0.8664	1
99.4728	2.5	IAQQPL	1	0.5169	1
102.4740	2.5	ljaycz	2	0.7437	2
105.4929	2.5	SUMVLC	1	0.5168	1
108.4782	2.5	kkjmzq	2	0.5675	2
111.4968	2.5	IXHEFN	1	0.5558	1
114.4827	2.5	qtmlyv	2	0.5891	2
117.5013	2.5	HWOCDA	1	0.3854	1
120.4869	2.5	Ant	1	1.4038	1
123.4723	2.5	Pity	2	0.7454	2
126.4746	2.5	Adult	1	1.1102	1
129.4932	2.5	Extreme	2	0.8244	2
132.4789	2.5	Yard	1	1.2167	1
135.4973	2.5	Quality	2	0.9084	2
138.4831	2.5	Gift	1	0.7267	1
141.4851	2.5	Herb	1	1.0536	1
144.5040	2.5	Capacity	2	0.7239	2
147.4895	2.5	Ornament	1	1.0001	1
150.4753	2.5	zefnpo	2	1.4865	2
153.4782	2.5	HJCYVN	1	0.5016	1
156.4807	2.5	lacqfu	2	0.6301	2
159.4981	2.5	bfnjvc	2	0.4435	2
162.4842	2.5	bqkoxc	2	0.6265	2
165.4870	2.5	zhuseg	2	0.5798	2
168.4714	2.5	yvrfxr	2	0.5054	2
171.4901	2.5	gibsxk	2	0.7395	2
174.4759	2.5	pxtgjt	2	0.4484	2
177.4789	2.5	pcazyb	2	0.5199	2
180.4965	2.5	Failure	2	0.7314	2
183.4987	2.5	Unlimited	2	0.7480	2
186.5009	2.5	Zero	2	1.1421	2
189.5030	2.5	Persecution	2	2.0729	2
192.4720	2.5	Elm	1	0.7627	1
195.4746	2.5	Zoo	1	0.6541	1
198.4763	2.5	Gown	1	0.5413	1
201.4952	2.5	Talent	2	1.2918	2
204.4805	2.5	Social	2	0.6192	2
207.4829	2.5	Way	2	0.7528	2
210.4854	2.5	fptynb	2	0.9082	2
213.5035	2.5	YOMIUE	1	0.4550	1
216.4728	2.5	trqpml	2	0.5869	2
219.4758	2.5	xyarmc	2	0.5998	2
222.4934	2.5	FZHTDH	1	0.6322	1
225.4956	2.5	SCYHZD	1	0.5009	1
228.4812	2.5	olgmbo	2	0.4845	2
231.4847	2.5	SVFYXV	1	0.5669	1
234.4856	2.5	SYRNHH	1	0.4302	1
237.4875	2.5	BXNMDO	1	0.5011	1
240.4731	2.5	Twig	1	1.3666	1
243.4918	2.5	Moral	2	0.8242	2
246.4775	2.5	Chance	2	0.8962	2
249.4961	2.5	Reputation	2	0.8174	2
252.4819	2.5	Balance	2	1.2056	2
255.4852	2.5	Fang	1	0.7234	1
258.4863	2.5	Calmness	2	0.9753	2
261.4880	2.5	Accumulation	2	0.8817	2
264.4738	2.5	Zipper	1	0.5688	1
267.4759	2.5	Yet	2	0.8787	2
270.4778	2.5	LNROGU	1	0.5627	1
273.4966	2.5	wqhybf	2	0.6440	2
276.4824	2.5	QRGTUE	1	0.9172	1
279.5011	2.5	mcexlk	2	0.9446	2
282.4867	2.5	ZKKIGK	1	0.5319	1
285.4731	2.5	FTWMWT	1	0.7845	1
288.4750	2.5	XWSIHS	1	0.5495	1
291.4932	2.5	XVSFKC	1	0.4116	1
294.4786	2.5	ejgeaj	2	0.7158	2
297.4971	2.5	LPADTO	1	0.5466	1
300.4829	2.5	Alcohol	1	1.0436	1
303.4866	2.5	Anchor	1	0.6640	1
306.4871	2.5	Womb	1	0.7919	1
309.4892	2.5	Academy	1	0.9194	1
312.4749	2.5	Iris	1	0.9308	1
315.4779	2.5	Pony	1	0.6037	1
318.4792	2.5	Join	2	0.7514	2
321.4809	2.5	Ache	2	1.1565	2
324.4836	2.5	Turtle	1	0.6590	1
327.4867	2.5	Before	2	0.6829	2
330.4877	2.5	IFRQHC	1	0.8010	1
333.4745	2.5	FWSRXP	1	0.5441	1
336.4921	2.5	odgmfj	2	0.7805	2
339.4786	2.5	DWMVAL	1	0.6038	1
342.4797	2.5	rxztkm	2	0.6099	2
345.4831	2.5	akicxh	2	0.5394	2
348.4840	2.5	PFXMMA	1	0.5534	1
351.4872	2.5	VVUCWW	1	0.8413	1
354.4717	2.5	qadjmt	2	0.5688	2
357.4737	2.5	odibom	2	0.4870	2
