onset	duration	face	response	response_time	trial_type
0.7184	2.5	stimuli/Faces/EMBfemale20-2neutral.bmp	2	1.1762	CR
4.2371	2.5	stimuli/Faces/EMImale24-4neutral.bmp	1	0.9738	CR
7.7887	2.5	stimuli/Faces/EMWmale40neutral.bmp	1	0.7991	Hit
11.4085	2.5	stimuli/Faces/JWfemale73-2neutral.bmp	2	0.6645	Hit
15.2446	2.5	stimuli/Faces/JWmale79neutral.bmp	1	0.6741	Hit
18.3639	2.5	stimuli/Faces/WBfemale47neutral.bmp	2	0.7480	Hit
22.2173	2.5	stimuli/Faces/JWfemale78-6neutral.bmp	1	0.7496	Hit
25.4700	2.5	stimuli/Faces/Wmale_65.bmp	2	1.2652	FA
29.0717	2.5	stimuli/Faces/JWfemale82-2neutral.bmp	1	1.5987	Miss
32.6070	2.5	stimuli/Faces/TMWmale22-3neutral.bmp	2	1.3436	CR
35.7260	2.5	stimuli/Faces/TMWmale34neutral.bmp	2	1.8559	Hit
39.1446	2.5	stimuli/Faces/JWmale86neutral.bmp	2	0.9854	CR
42.9316	2.5	stimuli/Faces/EMBmale20neutral.bmp	1	1.2530	Hit
46.0168	2.5	stimuli/Faces/TSFBfemale63neutral.bmp	2	1.4246	FA
49.1862	2.5	stimuli/Faces/TSFWmale42neutral.bmp	2	1.7312	CR
52.7551	2.5	stimuli/Faces/JWmale70neutral.bmp	2	1.8374	CR
56.3914	2.5	stimuli/Faces/JWfemale64-3neutral.bmp	1	0.9119	Hit
59.8782	2.5	stimuli/Faces/JWfemale74-2neutral.bmp	2	1.1089	CR
63.4125	2.5	stimuli/Faces/JWfemale76-3neutral.bmp	2	1.1367	CR
67.0675	2.5	stimuli/Faces/TMWmale71neutral.bmp	1	1.1137	CR
70.8174	2.5	stimuli/Faces/EMBmale55neutral.bmp	2	1.8659	FA
74.2201	2.5	stimuli/Faces/TMBmale39neutral.bmp	1	1.3325	CR
78.1229	2.5	stimuli/Faces/TSFBfemale74-2neutral.bmp	1	1.4360	Hit
81.2251	2.5	stimuli/Faces/TMBmale18neutral.bmp	2	0.9230	CR
84.5609	2.5	stimuli/Faces/JWfemale67-4neutral.bmp	2	1.2143	CR
87.7629	2.5	stimuli/Faces/JWmale81-2neutral.bmp	1	1.1188	Miss
90.7986	2.5	stimuli/Faces/TMBmale44neutral.bmp	2	1.0312	Hit
94.5681	2.5	stimuli/Faces/EMBfemale25neutral.bmp	1	1.3080	FA
97.7210	2.5	stimuli/Faces/TMWmale79neutral.bmp	2	1.0412	FA
101.7258	2.5	stimuli/Faces/TMWmale41neutral.bmp	1	1.2889	CR
105.0947	2.5	stimuli/Faces/JWfemale77-2neutral.bmp	1	1.8473	FA
109.0953	2.5	stimuli/Faces/TMWfemale34-2neutral.bmp	1	0.9376	Hit
112.7983	2.5	stimuli/Faces/JWmale38neutral.bmp	2	0.9651	Miss
116.8192	2.5	stimuli/Faces/JWmale73neutral.bmp	1	0.6545	CR
120.1199	2.5	stimuli/Faces/TMWmale30neutral.bmp	2	1.0166	Hit
123.2221	2.5	stimuli/Faces/TMBfemale51neutral.bmp	1	0.8095	CR
127.1581	2.5	stimuli/Faces/EMBfemale22-4neutral.bmp	1	2.3735	Hit
130.4441	2.5	stimuli/Faces/JWmale89neutral.bmp	2	1.5605	Miss
134.3966	2.5	stimuli/Faces/TMWmale37-2neutral.bmp	2	1.3313	Miss
138.1993	2.5	stimuli/Faces/TSFHfemale64neutral.bmp	2	1.2697	Hit
141.9352	2.5	stimuli/Faces/TMBfemale30neutral.bmp	1	1.1656	CR
144.9546	2.5	stimuli/Faces/TMWmale43neutral.bmp	2	2.0111	Hit
148.1232	2.5	stimuli/Faces/JWfemale71-2neutral.bmp	1	1.0824	CR
151.7937	2.5	stimuli/Faces/EMBfemale29neutral.bmp	1	0.8762	CR
155.0629	2.5	stimuli/Faces/EMBfemale21-3neutral.bmp	2	1.2394	Hit
158.8811	2.5	stimuli/Faces/JWfemale50neutral.bmp	2	1.1120	CR
162.2666	2.5	stimuli/Faces/JWfemale81-3neutral.bmp	2	1.5055	CR
165.9695	2.5	stimuli/Faces/TMBmale21-3neutral.bmp	1	n/a	NoResp
169.8557	2.5	stimuli/Faces/TSFBfemale50neutral.bmp	1	1.2122	CR
173.5083	2.5	stimuli/Faces/TSFBmale77neutral.bmp	2	2.0477	FA
176.5776	2.5	stimuli/Faces/TSFBmale50neutral.bmp	2	1.6117	Hit
179.8465	2.5	stimuli/Faces/TSFWmale69neutral.bmp	1	0.6407	Miss
183.5150	2.5	stimuli/Faces/TMBmale24neutral.bmp	2	1.1255	Miss
186.9514	2.5	stimuli/Faces/JWmale83neutral.bmp	n/a	0.7783	Hit
190.6371	2.5	stimuli/Faces/TSFWmale74neutral.bmp	2	1.0557	CR
193.9563	2.5	stimuli/Faces/TMWmale34-3neutral.bmp	1	1.7884	CR
197.4419	2.5	stimuli/Faces/TSFWmale57neutral.bmp	2	1.6471	Miss
200.7957	2.5	stimuli/Faces/TMWmale34-4neutral.bmp	2	1.1990	CR
204.7477	2.5	stimuli/Faces/EMWfemale30neutral.bmp	1	1.7879	Miss
207.8162	2.5	stimuli/Faces/JWfemale69-2neutral.bmp	1	1.2670	Hit
211.7858	2.5	stimuli/Faces/TSFAmale68neutral.bmp	1	0.9775	Hit
215.7724	2.5	stimuli/Faces/EMWmale32neutral.bmp	1	0.9612	Hit
219.5420	2.5	stimuli/Faces/EMHmale22neutral.bmp	1	0.7267	CR
223.3440	2.5	stimuli/Faces/EMImale25-2neutral.bmp	1	0.8251	CR
226.9635	2.5	stimuli/Faces/JWmale67neutral.bmp	1	1.1129	CR
229.9996	2.5	stimuli/Faces/TMWfemale49-2neutral.bmp	2	0.8824	CR
233.9027	2.5	stimuli/Faces/JWmale64neutral.bmp	2	2.0203	CR
237.3537	2.5	stimuli/Faces/TMBmale21neutral.bmp	2	0.9287	Hit
240.9405	2.5	stimuli/Faces/EMWfemale18-2neutral.bmp	1	0.9180	FA
244.1923	2.5	stimuli/Faces/JWfemale74neutral.bmp	2	1.1199	Hit
247.4275	2.5	stimuli/Faces/JWfemale86-2neutral.bmp	2	1.0133	CR
251.2977	2.5	stimuli/Faces/Wmale_55-3.bmp	1	0.7464	CR
254.8678	2.5	stimuli/Faces/JWmale76neutral.bmp	1	1.0812	CR
258.5859	2.5	stimuli/Faces/Wmale_55-2.bmp	1	1.4880	Hit
261.7731	2.5	stimuli/Faces/EMWfemale24-2neutral.bmp	2	1.1152	Miss
265.1415	2.5	stimuli/Faces/TMBmale49neutral.bmp	2	0.9211	Miss
268.4943	2.5	stimuli/Faces/TMBfemale57neutral.bmp	2	0.7181	CR
271.6960	2.5	stimuli/Faces/EMImale23-6neutral.bmp	2	0.8490	Miss
275.4155	2.5	stimuli/Faces/TMWfemale35neutral.bmp	2	n/a	NoResp
278.7335	2.5	stimuli/Faces/TMWmale34-2neutral.bmp	2	0.8425	Miss
282.4862	2.5	stimuli/Faces/EMWfemale20-2neutral.bmp	1	0.8242	CR
285.9557	2.5	stimuli/Faces/EMWfemale22-3neutral.bmp	2	1.5441	Hit
289.8080	2.5	stimuli/Faces/JWfemale60neutral.bmp	2	1.5278	Hit
293.7278	2.5	stimuli/Faces/TSFBfemale62neutral.bmp	1	1.1086	CR
296.8472	2.5	stimuli/Faces/TSFWmale70neutral.bmp	1	1.7862	Hit
300.7682	2.5	stimuli/Faces/JWfemale83neutral.bmp	1	1.0493	Hit
304.2354	2.5	stimuli/Faces/TSFWmale46neutral.bmp	2	0.6034	CR
308.2051	2.5	stimuli/Faces/TMBmale30neutral.bmp	2	0.9300	Hit
311.2593	2.5	stimuli/Faces/EMWfemale21-3neutral.bmp	2	1.2808	Miss
314.6603	2.5	stimuli/Faces/JWfemale63-3neutral.bmp	2	1.0829	Hit
318.1120	2.5	stimuli/Faces/TMBfemale41neutral.bmp	2	0.9419	CR
321.7143	2.5	stimuli/Faces/JWmale80neutral.bmp	2	0.9825	Hit
325.2672	2.5	stimuli/Faces/JWfemale79-4neutral.bmp	2	0.8286	CR
329.0698	2.5	stimuli/Faces/EMBfemale22-3neutral.bmp	1	1.2515	Hit
332.2893	2.5	stimuli/Faces/TMWmale33neutral.bmp	2	0.9385	CR
335.4411	2.5	stimuli/Faces/TMHmale18neutral.bmp	2	1.2474	CR
338.7434	2.5	stimuli/Faces/JWfemale65-2neutral.bmp	2	1.2731	CR
342.2460	2.5	stimuli/Faces/WBmale31neutral.bmp	2	1.4451	Miss
346.0995	2.5	stimuli/Faces/JWfemale65-6neutral.bmp	2	1.2993	Hit
349.5020	2.5	stimuli/Faces/EMIfemale25-2neutral.bmp	2	1.4239	Hit
