onset	duration	stimulus_string	response	response_time	correct_response
0.4673	2.5	Animal	n/a	n/a	1
3.4695	2.5	Yacht	1	1.6166	1
6.4386	2.5	Mood	2	1.0096	2
9.4417	2.5	Dentist	1	1.8874	1
12.4428	2.5	Baby	1	1.0975	1
15.4451	2.5	Club	1	1.1022	1
18.4473	2.5	Deficient	2	1.3589	2
21.4496	2.5	Behavior	2	1.2903	2
24.4517	2.5	Intellect	2	1.6194	2
27.4537	2.5	Hot	2	1.5326	1
30.4386	2.5	usfzsw	2	1.8785	2
33.4412	2.5	UYMRUA	1	1.0838	1
36.4444	2.5	FINLCP	1	1.1198	1
39.4454	2.5	uwacew	2	0.7877	2
42.4642	2.5	hqpfay	2	1.1700	2
45.4499	2.5	cibdvv	2	0.9003	2
48.4686	2.5	tmrnuj	2	0.8695	2
51.4542	2.5	UFCVLP	1	0.8569	1
54.4395	2.5	BHEOGM	1	0.8526	1
57.4419	2.5	iejalb	2	1.0443	2
60.4440	2.5	Aluminum	1	1.8962	1
63.4464	2.5	Definition	2	1.6798	2
66.4649	2.5	Challenge	2	1.5072	2
69.4505	2.5	Tunnel	1	1.6349	1
72.4692	2.5	Opinion	2	1.2851	2
75.4563	2.5	Background	2	2.1226	2
78.4403	2.5	Fuel	1	1.0098	1
81.4422	2.5	Vow	1	1.2340	2
84.4448	2.5	Gold	1	1.3814	1
87.4635	2.5	Cheek	1	1.5585	1
90.4654	2.5	JQBEBC	1	1.2506	1
93.4512	2.5	TQUAMB	1	0.8359	1
96.4697	2.5	PGEJFW	1	0.6285	1
99.4387	2.5	IAQQPL	1	0.6984	1
102.4410	2.5	ljaycz	2	0.8231	2
105.4441	2.5	SUMVLC	1	0.7430	1
108.4450	2.5	kkjmzq	2	0.8001	2
111.4638	2.5	IXHEFN	1	0.7022	1
114.4491	2.5	qtmlyv	2	0.7221	2
117.4518	2.5	HWOCDA	1	0.7123	1
120.4538	2.5	Ant	1	1.3602	1
123.4391	2.5	Pity	2	0.9329	2
126.4578	2.5	Adult	1	0.8703	1
129.4602	2.5	Extreme	2	0.8108	2
132.4458	2.5	Yard	1	0.6893	1
135.4482	2.5	Quality	2	1.2600	2
138.4501	2.5	Gift	1	0.9583	1
141.4522	2.5	Herb	1	1.4408	1
144.4545	2.5	Capacity	2	1.3437	2
147.4403	2.5	Ornament	1	1.3409	1
150.4585	2.5	zefnpo	2	1.2477	2
153.4439	2.5	HJCYVN	1	0.7052	1
156.4464	2.5	lacqfu	2	1.0768	2
