onset	duration	word	response	response_time	trial_type
0.9674	2.5	Chair	1	1.5660	Subsequent_Hit
4.9536	2.5	Land	1	1.0478	Subsequent_Hit
8.2728	2.5	Thread	1	1.2466	Subsequent_Hit
11.3740	2.5	Cherry	1	0.6263	Subsequent_Hit
14.7106	2.5	Ankle	2	0.9507	Subsequent_Hit
18.6801	2.5	Cheese	1	0.7294	Subsequent_Hit
22.3494	2.5	Sheep	1	0.6449	Subsequent_Hit
26.1521	2.5	Fruit	1	0.5982	Subsequent_Hit
30.0552	2.5	Coat	1	0.7060	Subsequent_Hit
33.1574	2.5	Necklace	1	0.6292	Subsequent_Hit
36.7598	2.5	Book	1	1.0607	Subsequent_Hit
40.6129	2.5	Tea	1	0.8913	Subsequent_Hit
43.8316	2.5	Door	1	0.9117	Subsequent_Hit
46.9686	2.5	Basin	2	1.1897	Subsequent_Hit
50.7366	2.5	Umbrella	2	0.9489	Subsequent_Hit
53.9389	2.5	Pig	2	1.0063	Subsequent_Hit
57.0579	2.5	Limousine	1	1.1512	Subsequent_Hit
61.0608	2.5	Milk	1	0.6394	Subsequent_Hit
64.1629	2.5	House	1	0.8274	Subsequent_Hit
68.0829	2.5	Ball	1	0.8035	Subsequent_Hit
71.1189	2.5	Saucer	n/a	n/a	Subsequent_NoResp
74.9210	2.5	Thumb	2	1.0655	Subsequent_Hit
78.3064	2.5	Elbow	2	1.4619	Subsequent_Hit
81.9257	2.5	Heart	1	1.2886	Subsequent_Hit
85.6784	2.5	Blanket	1	0.7667	Subsequent_Hit
89.3309	2.5	Penny	1	1.2394	Subsequent_Hit
92.5514	2.5	Camera	1	0.7850	Subsequent_Hit
96.4860	2.5	Grape	1	0.8972	Subsequent_Hit
100.3391	2.5	Tent	1	0.6792	Subsequent_Hit
103.8080	2.5	Jersey	1	0.9011	Subsequent_Hit
107.2272	2.5	Bath	1	0.7222	Subsequent_Hit
111.1649	2.5	Chicken	1	0.6832	Subsequent_Hit
114.8329	2.5	Tooth	2	1.1574	Subsequent_Hit
118.0852	2.5	Glass	1	0.7870	Subsequent_Hit
121.1375	2.5	Shed	2	1.3958	Subsequent_Hit
124.3897	2.5	Hammer	1	0.8559	Subsequent_Hit
127.6752	2.5	Broom	2	0.9699	Subsequent_Hit
130.6955	2.5	Curler	2	1.0358	Subsequent_Hit
134.1463	2.5	Whale	1	0.6449	Subsequent_Hit
137.2669	2.5	Honey	1	0.5467	Subsequent_Miss
140.7844	2.5	Blood	1	0.9450	Subsequent_Hit
144.5542	2.5	Jaw	2	2.1710	Subsequent_Hit
148.1900	2.5	Skirt	2	0.9843	Subsequent_Hit
151.8926	2.5	Grasshopper	2	1.8086	Subsequent_Hit
